Africa	n.非洲
jarl	[jɑ;:l] n.首领,贵族
jarring	adj.刺耳的,不和谐的,辗轧的n.震动,冲
jasey	n.<英>(尤指用毛线制成的)假发
jasmine	['dʒ;æ;smin] n.茉莉,素馨,淡黄色
jasper	['dʒ;æ;spə;] n.[矿物]碧玉(绿色装饰用宝石)
jassid	n.[植]浮尘子(叶蝉)科动物
jato	['dʒ;eitə;u] n.喷射机起飞促进
jauk	v.拖延,偷懒
jaundice	['dʒ;ɔ;:ndis] n.[医]黄疸,由妒嫉引起的偏见的心理状态v
jaundiced	['dʒ;ɔ;:ndist] adj.患黄疸病的,敌视的,有偏见的
jaunt	[dʒ;ɔ;:nt] n.远足,短途旅游vi.远足,短途旅游
jauntily	['dʒ;ɔ;:ntili] adv.高兴地,活泼地,得意洋洋地
jauntiness	['dʒ;ɔ;:ntinis] n.高兴,活泼,洋洋得意
jaunty	['dʒ;ɔ;:nti] adj.感到自信和自满的,洋洋得意的
javelin	['dʒ;æ;vlin] n.(投掷用的)标枪
jaw	[dʒ;ɔ;:] n.[解]颚,颌,下巴(用复数),(山谷、海峡
jawbone	['dʒ;ɔ;:bə;un] n.颚骨,下颚骨,信用v.赊买
jawbreaker	['dʒ;ɔ;:,breikə;] n.难发音的字
jawline	[dʒ;ɔ;:lain] n.下颌的轮廓,下巴的外形
jay	[dʒ;ei] n.鸟,碎嘴唠叨的人,傻瓜
jayhawker	['dʒ;ei,hɔ;:kə;] [美俚](南北战争时期)废除农奴派的游击队员
jaywalk	['dʒ;eiwɔ;:k] vi.擅自穿越马路
jazz	[dʒ;æ;z] n.(20世纪产生于美国的一种舞曲性音乐)爵士
jazzy	['dʒ;æ;zi] adj．吸引人的，花哨的
jealous	['dʒ;elə;s] adj.妒忌的,猜疑的,警惕的,嫉妒的
jealousy	['dʒ;elə;si] n.嫉妒
jean	[dʒ;i:n] n.牛仔裤,裤子,细斜纹布
jeans	[dʒ;i:nz] n.斜纹布裤,牛仔裤
jeep	[dʒ;i:p] n.吉普车
jeer	[dʒ;iə;] n.嘲笑,讥讽,戏弄v.嘲弄,戏弄
jehad	[dʒ;i'hɑ;:d] n.(=jihad)圣战,维护(或反对)某种信仰的(
jejune	[dʒ;i'dʒ;u:n] adj．空洞的，不成熟的
jejunum	[dʒ;i'dʒ;u:nə;m] n.[解]空肠
jell	[dʒ;el] v.(使)成胶状n.果子冻
jellaba	['dʒ;elə;bə;] n.带风帽的外衣
jellied	['dʒ;elid] adj.凝成胶状的,涂凝胶物的
jellify	['dʒ;elifai] v.(使)成凝胶状
jelly	['dʒ;eli] n.果子冻,一种果冻甜品
jellyfish	['dʒ;elifiʃ;] n.水母
jennet	['dʒ;enit] n.[动物]西班牙种小马,母驴,驴骡
jenny	['dʒ;eni] n.移动式起重机,纺织机
jeopard	['dʒ;epə;d] v.危及,使受危困
jeopardise	['dʒ;epə;daiz] v.使受危险,危及
jeopardize	['dʒ;epə;daiz] v.危害
jeopardous	['dʒ;epə;də;s] adj.危险的,冒险的
jeopardy	['dʒ;epə;di] n.危险,危险
jequirity	n.[植]相思豆,红豆
jerboa	[dʒ;ə;:'bə;uə;] n.[动物]跳鼠
jeremiad	[,dʒ;eri'maiə;d] n．长篇声讨文字，哀叹
jerk	[dʒ;ə;:k] n.性情古怪的人,急推,猛拉,肌肉抽搐,(
jerkin	['dʒ;ə;:kin] n.男用无袖短上衣,短上衣
jerky	['dʒ;ə;:ki] adj.急拉的,急动的n.牛肉干
jeroboam	[,dʒ;erə;'bə;uə;m] n.(容量为104盎司的)大香槟酒杯,<苏>大酒杯
jerque	v.检查
jerry	['dʒ;eri] adj.草率的,偷工减料的
jersey	['dʒ;ə;:zi] n.运动衫
jess	[dʒ;es] n.鹰的脚带vt.系以脚带
jessamine	['dʒ;esə;min] n.茉莉属,茉莉香水
jest	[dʒ;est] n.笑话,俏皮话vi.嘲笑,开玩笑vt.嘲笑
jester	['dʒ;estə;] n.讲笑话的人,小丑
jesting	['dʒ;estiŋ;] adj．滑稽的，好笑的
jesuitical	[dʒ;e,zjui'tikə;l] adj.阴险的，虚伪的
jet	[dʒ;et] n.喷射,黑玉v.喷射adj.黑玉色的,墨黑的
jetsam	['dʒ;etsə;m] n.投弃货物,漂流到海岸的货物
jettison	['dʒ;etisn] v．向外抛弃，n．抛弃的货物
jetty	['dʒ;eti] n.防波堤,码头
jeu	n.<法>戏言,娱乐,赌博
jewel	['dʒ;u:ə;l] n.宝石
jeweler	['dʒ;u:ə;lə;] n.宝石商,宝石匠
jeweller	['dʒ;u:ə;lə;] n.珠宝商,宝石匠,钟表匠
jewellery	['dʒ;u:ə;lri] n.(=jewelry)[总称]珠宝,镶嵌有宝石之饰
jewelly	adj.戴手饰的,光彩夺目的
jewelry	['dʒ;u:ə;lri] n.珠宝,珠宝类
jewelweed	['dʒ;u:ə;lwi:d] n.<美>[植]凤仙花科凤仙花属植物
jewfish	['dʒ;u:fiʃ;] n.[动物]海鲈,暖海鱼
jib	[dʒ;ib] n.船首三角帆,起重机的臂,挺杆vi.移转,
jibboom	['dʒ;ibu:m] n.第二斜桅
jibe	[dʒ;aib] v．与…一致，符合
jiff	[dʒ;if] n.瞬间
jiffy	['dʒ;ifi] n.瞬间,一会儿
jig	[dʒ;ig] n.快步舞,快步舞曲,带锤子的钓钩,夹具v
jigger	['dʒ;igə;] n.计量杯,小玩意,[机]盘车,小帆船
jiggle	['dʒ;igl] v.(使)轻摇,(使)微动n.轻摇,微动
jiggly	['dʒ;igli] adj.摇晃的,不稳定的,撩拨人的
jigsaw	['dʒ;igsɔ;:] n.竖锯vt.用竖锯锯
jihad	[dʒ;i'hɑ;:d] n.讨伐异教徒,拥护运动
jill	[dʒ;il] n.女人,少女
jillion	['dʒ;iljə;n] n.<美俚>巨量adj.很多的,大量的
jilt	[dʒ;ilt] n.抛弃情人的女子vt.任意抛弃
jimmy	['dʒ;imi] n.铁撬vt.用铁撬撬开
jimsonweed	['dʒ;imsnwi:d] n.<美>[植]蔓陀罗(茄科)
jingle	['dʒ;iŋ;gl] n.叮当声v.(使)作叮当声,(使)押韵
jingo	['dʒ;iŋ;gə;u] n.沙文主义者
jingoism	['dʒ;iŋ;gə;uizə;m] n．沙文主义，侵略主义
jingoist	['dʒ;iŋ;gə;uist] n.沙文主义者,侵略主义者
jingoistic	[,dʒ;iŋ;gə;u'istik] adj.强硬外交政策的,侵略分子的
jink	[dʒ;iŋ;k] vi.闪身,急转,逃走
jinn	[dʒ;in] n.神灵
jinrikisha	[dʒ;in'rikʃ;ə;] n.人力车,黄包车
jinx	[dʒ;iŋ;ks] n.不祥的人(或物)
jipijapa	[hi:pi:'hɑ;:pɑ;:] n.[植]巴拿马草,巴拿马草帽
jitney	['dʒ;itni] n.<美俚旧>五分硬币
jitter	['dʒ;itə;] vi.<美口>紧张不安,战战兢兢
jitterbug	['dʒ;itə;bʌ;g] n.爵士乐迷,神经质的人v.跳吉特巴舞
jittery	['dʒ;itə;ri] adj.神经过敏的,战战兢兢的,抖动着
jive	[dʒ;aiv] n.摇摆乐,隐语,摇摆舞vi.跳摇摆舞,哄骗
jo	n.<苏格兰>情人,爱人[域]Jordan,约旦
job	[dʒ;ɔ;b] n.工作,零活,<口>职位,事情vi.做零工,
jobber	['dʒ;ɔ;bə;] n.临时工,做散工者,批发商,股票经纪人
jobbery	['dʒ;ɔ;bə;ri] n.假公济私
jobholder	['dʒ;ɔ;b,hə;uldə;] n.有固定工作者,公务人员
jobless	['dʒ;ɔ;blis] n.失业者adj.失业的,无业的
jockey	['dʒ;ɔ;ki] n.职业赛马骑师,(机器的)操作员
jockstrap	['dʒ;ɔ;k,stræ;p] n.护身三角绷带
jocose	[dʒ;ə;'kə;us] adj.诙谐的
jocosity	[dʒ;ə;u'kɔ;siti] n.诙谐
jocular	['dʒ;ɔ;kjulə;] adj.诙谐的
jocularity	[,dʒ;ɔ;kju'læ;riti] n.滑稽,戏谑,打趣
jocularly	['dʒ;ɔ;kjulə;li] 滑稽
jocund	['dʒ;ɔ;kə;nd] adj.欢乐的,高兴的
jocundity	[dʒ;ə;u'kʌ;nditi] n.欢乐
jodhpur	[pl.]骑马裤
jog	[dʒ;ɔ;g] n.轻推,轻撞,漫步v.轻推,(使)蹒跚行进,
jogging	n.慢跑
joggle	['dʒ;ɔ;gl] v.轻摇,摇动,摇曳,啮合n.轻摇,摇动,
johnboat	['dʒ;ɔ;nbə;ut] n.(一种在内河行驶的)平底小船
johnny	['dʒ;ɔ;ni] n.男人,家伙,短袖无领病号服
join	[dʒ;ɔ;in] vi.参加,结合,加入vt.连接,结合,参加,
joinder	['dʒ;ɔ;ində;] n.连接,联合诉讼
joiner	['dʒ;ɔ;inə;] n.工匠
joinery	['dʒ;ɔ;inə;ri] n.细木匠业,木工职业
joint	[dʒ;ɔ;int] n.接缝,接合处,接合点,关节,(牛、羊等的腿)大块肉adj.共同的,联合的,连接的,合办的vt.连接,接合,使有接头vi.贴合,生节
jointer	['dʒ;ɔ;intə;] n.接合人,刨接缝的长刨
jointly	['dʒ;ɔ;:intli] adv.共同地,连带地
jointress	['dʒ;ɔ;intris] n.[律]拥有寡妇所得继承权的女子
jointure	['dʒ;ɔ;intʃ;ə;] n.[律]寡妇所得遗产v.(丈夫生前划定的)由
jointworm	['dʒ;ɔ;intwə;:m] n.<美>[动]禾茎广肩小蜂
joist	[dʒ;ɔ;ist] n.[建]托梁
joke	[dʒ;ə;uk] n.笑话,玩笑v.(和...)开玩笑
joker	['dʒ;ə;ukə;] n.爱开玩笑的人
jollification	[,dʒ;ɔ;lifi'keiʃ;ə;n] n.热闹,欢乐
jollity	['dʒ;ɔ;liti] n．快乐，欢乐
jolly	['dʒ;ɔ;li] adj.欢乐的,高兴的,快活的
jolt	[dʒ;ə;ult] v.摇晃n.摇晃
jongleur	[ʒ;ɔ;:ŋ;'glə;:] <法>n.中世纪吟游诗人
jonquil	['dʒ;ɔ;ŋ;kwil] n.[植]长寿花
jordan	['dʒ;ɔ;:dn] 锥形精磨机,低速磨浆机
jorum	['dʒ;ɔ;:rə;m] n.大碗型酒杯,一大酒杯
joseph	['dʒ;ə;uzif] n.[古]连帽大氅
josh	[dʒ;ɔ;ʃ;] v.戏弄,说笑n.无恶意的戏谑,玩笑
joss	[dʒ;ɔ;s] n.(中国的)偶像,神像,佛像
jostle	['dʒ;ɔ;sl] v.挤,推,争夺n.挤拥,推撞
jot	[dʒ;ɔ;t] n.少量,少额,稍许vt.略记,摘要记载下来,草草地记下
jotting	['dʒ;ɔ;tiŋ;] n.简短的笔记,略记
joule	[dʒ;aul] n.[物]焦耳
jounce	[dʒ;auns] v.颠簸n.颠簸
journal	['dʒ;ə;:nə;l] n.定期刊物,杂志,航海日记,分类账
journalese	[,dʒ;ə;:nə;l'i:z] n.(低劣的)新闻笔调,(文笔草率的)新闻文体
journaling	[计]日记,日志
journalism	['dʒ;ə;:nə;lizə;m] n.新闻业,报章杂志
journalist	['dʒ;ə;:nə;list] n.新闻记者,从事新闻杂志业的人
journalistic	[,dʒ;ə;:nə;l'istik] adj.新闻事业的,新闻从业员的,新闻工作者
journalize	['dʒ;ə;:nl,aiz] v.在日记中记录(日常事件等)
journey	['dʒ;ə;:ni] n.旅行,旅程v.旅行
journeyman	['dʒ;ə;:nimə;n] n.学徒期满的职工,熟练工人
journeywork	['dʒ;ə;:niwə;:k] n.临时工,散工
joust	[dʒ;aust] n.马上枪术比赛,斗争
jovial	['dʒ;ə;uviə;l] adj.快活的,高兴的,愉快的,[宗](主神)朱庇特的
joviality	[,dʒ;ə;uvi'æ;liti] n.快活
jovially	['dʒ;ə;uviə;li] adv.愉快地,高兴地
jow	n.钟声,敲钟v.敲钟,打铃
jowl	[dʒ;aul] n.颌,颚骨,面颊
joy	[dʒ;ɔ;i] n.欢乐,喜悦,快乐,乐事,乐趣v.高兴
joyance	['dʒ;ɔ;iə;ns] n.喜悦
joyful	['dʒ;ɔ;ifə;l] adj.快乐的,兴高彩烈的,可喜的,令人欢欣的
joyfully	['dʒ;ɔ;ifə;li] adv.喜悦地,高兴地
joyless	['dʒ;ɔ;ilis] adj.不高兴的,不快乐的
joyous	['dʒ;ɔ;iə;s] adj.快乐的,高兴的
joyride	['dʒ;ɔ;iraid] n.驾车游玩,兜风
joyrider	['dʒ;ɔ;iraidə;] n.驾车兜风的人
joystick	['dʒ;ɔ;i,stik] n.操纵杆
juba	['dʒ;u:bə;] n.朱巴舞(美国南部农场黑人的一种舞蹈)
jubilant	['dʒ;u:bilə;nt] adj.欢呼的,喜悦的,喜洋洋的
jubilarian	庆祝50周年的人
jubilation	[,dʒ;u:bil'eiʃ;ə;n] n.庆祝
jubilee	['dʒ;u:bli:] n.50年节,(天主教)大赦年
judge	[dʒ;ʌ;dʒ;] n.法官,审判员,裁判员,鉴赏家,鉴定人,
judgement	['dʒ;ʌ;dʒ;mə;nt] n.审判,判决,判断力,意见,看法,评价
judgeship	['dʒ;ʌ;dʒ;ʃ;ip] n.法官的地位
judgmatic	[dʒ;ʌ;dʒ;'mæ;tik] adj.考虑周到的,明智的
judgment	['dʒ;ʌ;dʒ;mə;nt] n.判断
judicable	['dʒ;u:dikə;bl] adj.可审判的,应受审判的
judicative	['dʒ;u:dikeitiv] adj.判决的,司法的
judicator	n.行事如法官的人
judicatory	['dʒ;u:dikə;tə;ri] adj.审判的n.审判制度
judicature	['dʒ;u:dikə;tʃ;ə;] n.司法
judicial	[dʒ;u:'diʃ;ə;l] adj.司法的,法院的,公正的,明断的
judicially	[dʒ;u:'diʃ;ə;li] adv.依法判决地,公平地
judiciary	[dʒ;u:'diʃ;ieri] adj.司法的,法院的n.司法部,司法官,审
judicious	[dʒ;u:'diʃ;ə;s] adj.明智的
judiciousness	
judo	['dʒ;u:də;u] n.<日>柔道(日本的一种拳术)
jug	[dʒ;ʌ;g] n.水壶,监牢,[象声]模仿夜莺的叫声vt.放入壶中,炖,关押vi.模仿夜莺叫
jugate	['dʒ;u:git] adj.[生物]具翅轭的(鳞翅目昆虫)
jugful	['dʒ;ʌ;gful] n.一壶的份量
juggernaut	['dʒ;ʌ;gə;nɔ;:t] n．摧毁一切的强大力量
juggle	['dʒ;ʌ;gl] vi.玩戏法,诓骗,篡改vt.耍弄,歪曲,篡改n.玩戏法,魔术,欺骗
juggler	['dʒ;ʌ;glə;] n.变戏法者,行骗者
jugglery	['dʒ;ʌ;glə;ri] n.戏法,杂耍,魔术
jugular	['dʒ;ʌ;gjulə;] adj.喉的,颈的,颈静脉的n.颈静脉
jugulate	['dʒ;ʌ;gjə;,leit] vt.[现罕]刎颈自尽,扼杀,[医]顿挫
jugum	['dʒ;u:gə;m] n.[生物]腕锁,(翅)轭
juice	[dʒ;u:s] n.(水果)汁,液
juicer	['dʒ;u:sə;] n.<美>榨汁器,<美俚>酒鬼
juicily	['dʒ;u:sili] adv.多汁地
juiciness	多汁
juicy	['dʒ;u:si] adj.多汁的,潮湿的,有趣的,报酬多的
jujitsu	[dʒ;u:'dʒ;itsu:] n.柔术(柔道之旧称)
juju	['dʒ;u:dʒ;u:] n.(某些西非部族所用的)物神,符咒
jujube	['dʒ;u:dʒ;u:b] n.枣
juke	vt.[足球]用假动作诱使(对方球员)离位
jukebox	['dʒ;u:k,bɔ;ks] n.自动唱片点唱机
julep	['dʒ;u:lip] n.<美>冰镇薄荷酒,糖浆药水,(提神用的)药草
julienne	['dʒ;u:'lien] adj.(蔬菜等)切成条的,切成丝的
jumble	['dʒ;ʌ;mbl] v.混杂,搞乱n.混乱
jumbo	['dʒ;ʌ;mbə;u] n.<美>庞然大物adj.<美>巨大的
jump	[dʒ;ʌ;mp] n.跳跃,上涨,惊跳vt.跳跃,跃过,突升,
jumped-up	['dʒ;ʌ;mptʌ;p] adj.暴发的,高生的
jumper	['dʒ;ʌ;mpə;] n.跳跃者,跳高运动员,跳跃的动物,妇女穿
jumpy	['dʒ;ʌ;mpi] adj.跳跃的,神经质的
junco	['dʒ;ʌ;ŋ;kə;u] n.[动]<美>灯芯草雀
junction	['dʒ;ʌ;ŋ;kʃ;ə;n] n.连接,接合,交叉点,汇合处
juncture	['dʒ;ʌ;ŋ;ktʃ;ə;] n.接合点
jungle	['dʒ;ʌ;ŋ;gl] n.丛林,生死关头
jungly	['dʒ;ʌ;ŋ;gli] adj.丛林的
junior	['dʒ;u:njə;] n.年少者,晚辈,下级,(年龄、职位等)较低者,大学三年级学生adj.年少的,下级的,后进的
juniper	['dʒ;u:nə;pə;] n.[植]刺柏属丛木或树木
junk	[dʒ;ʌ;ŋ;k] n.垃圾,舢板
junket	['dʒ;ʌ;ŋ;kit] n.野餐
junkie	['dʒ;ʌ;ŋ;ki] n.有毒瘾者,废旧品商人
junky	['dʒ;ʌ;ŋ;ki] n.吸毒者adj.质量低劣的,无价值的
junkyard	['dʒ;ʌ;ŋ;k,jɑ;:d] n.<美>废旧物堆积,分类、出售处,旧汽车
junta	['dʒ;ʌ;ntə;] n.小集团,团体,派别
junto	['dʒ;ʌ;ntə;u] n.政治集团
jural	['dʒ;uə;rə;l] adj.法律上的,有关权利义务的
jurat	['dʒ;uə;ræ;t] n.地方法官，治安推事,市政长官,[律]宣誓
juratory	['dʒ;uə;rə;tə;ri] adj.宣誓的,以誓言表达的
juridical	[dʒ;uə;'ridikə;l] adj.裁判的,司法的,法院的
jurisconsult	[,dʒ;uə;riskə;n'sʌ;lt] n.法学家
jurisdiction	[,dʒ;uə;ris'dikʃ;ə;n] n.权限
jurisprudence	[,dʒ;uə;ris'pru:də;ns] n．法律学，法学
jurisprudent	[,dʒ;uə;ris'pru:də;nt] n.法理学家adj.精通法律的
jurisprudential	[,dʒ;uə;rispru:'denʃ;ə;l] adj.法律学的,法律学上的
jurist	['dʒ;uə;rist] n.法理学家
juristic	[dʒ;uə;'ristik] adj.法律的,法理学的
juror	['dʒ;uə;rə;] n.陪审员,审查委员
jury	['dʒ;uə;ri] n.[律]陪审团,评判委员会,陪审员adj.[
juryman	['dʒ;uə;rimə;n] n.陪审员
jus	[ju:s] n.<拉>法,法律的原则,法律认可的权利(或权
jussive	['dʒ;ʌ;siv] adj.命令的,祈使的
just	[dʒ;ʌ;st] adj.正义的,公正的,正确的,应得的,有充
justice	['dʒ;ʌ;stis] n.正义,正当,公平,正确,司法,审判,欣
justiciable	[dʒ;ʌ;s'tiʃ;iə;bl] adj.可在法庭裁判的,可在法庭裁决的
justiciar	[dʒ;ʌ;s'tiʃ;iɑ;:] n.最高司法官,高等法院法官
justifiability	[,dʒ;ʌ;sti,faiə;'biliti] n.合理,可辩解
justifiable	['dʒ;ʌ;stifaiə;bl] adj.有理由的
justifiably	['dʒ;ʌ;stifaiə;bli] 无可非议
justification	[,dʒ;ʌ;stifi'keiʃ;ə;n] n.认为有理,认为正当,理由,辩护,释罪
justificatory	['dʒ;ʌ;stifi,kæ;tə;ri] adj.起辩护作用的，用以辩解的
justifier	['dʒ;ʌ;stifaiə;] n.辩护者,辩解者
justify	['dʒ;ʌ;stifai] v.证明...是正当的
justle	['dʒ;ʌ;sl] n.拥挤,撞
justly	['dʒ;ʌ;stli] adv.公正地,正当地,应得地
jut	[dʒ;ʌ;t] v.(使)突出,(使)伸出,突击n.突出部分,
jute	[dʒ;u:t] n.黄麻
jutty	['dʒ;ʌ;ti] n.(=jetty)防波堤,码头
juvenal	adj.羽毛未丰的,雏鸟的
juvenescence	[,dʒ;u:vi'nesns] n.返老还童,变年轻
juvenile	['dʒ;u:vinail] adj.青少年的,幼稚的n.青少年,少年读物
juvenilia	[,dʒ;u:vi'niliə;] n.少年读物
juvenility	[,dʒ;u:vi'niliti] n.年轻,不成熟
juxtapose	[,dʒ;ʌ;kstə;'pə;uz] vt.并置,并列
juxtaposition	[,dʒ;ʌ;kstə;pə;'ziʃ;ə;n] n.毗邻,并置,并列
k	n.字母k
kabala	[kə;'bɑ;:lə;] n.(=cabala)犹太神秘哲学
kabob	[kə;'bɔ;b] n.烤肉串
kabuki	[kɑ;:'bu:ki:] n.<日>歌舞伎(创始于17世纪的日本传统剧种)
kaddish	['kɑ;:diʃ;] (犹太教)珈底什(每日作礼拜时或为死者祈祷
kail	n.甘蓝类蔬菜(汤),钱
kailyard	n.(=kaleyard)菜园
kainite	['kainait] n.[矿]钾盐镁矾
kaiser	['kaizə;] n.皇帝
kaka	['kɑ;:kə;] n.(一种产于新西兰的)橄榄色鹦鹉
kakapo	[,kɑ;:kə;'pə;u] n.一种鹦鹉
kakemono	[,kæ;ki'mə;unə;u] <日>n.(挂在壁上的)字轴,画轴,长轴
kale	[keil] n.羽衣甘蓝
kaleidoscope	[kə;'laidə;skə;up] n.万花筒,时时变化的鲜明景色
kaleidoscopic	[kə;,laidə;'skɔ;pik] adj.万花筒的,五花八门的
kaleidoscopically	万花筒
kalends	['kæ;lindz] n.初一
kalsomine	['kæ;lsə;main] n.(=calcimine)白粉溶液v.(=calcimine)粉
kamala	['kæ;mə;lə;] n.[植]粗糠柴
kame	[keim] n.小沙丘
kamikaze	[,kɑ;:mi'kɑ;:zi] n.<日>(第二次世界大战期间日本空军敢死队
kampong	[kɑ;:m'pɔ;ŋ;] n.部落
kangaroo	[,kæ;ŋ;gə;'ru:] n.[动]袋鼠
kanji	['kɑ;:ndʒ;i:] n.<日>日本汉字
kaolin	['keiə;lin] n.高岭土,瓷土
kaolinite	['keiə;linait] n.[矿]高岭石
kapellmeister	[kɑ;:'pel,maistə;] [sing,pl.][德]合唱团(管弦乐队的)指挥
kaph	[kɑ;:f] n.(=kaf)希伯莱语的第十一个字母(相当于英
kapok	['keipɔ;k] n.木棉花,木丝棉
kappa	['kæ;pə;] n.希腊文字母第10字
kaput	[kə;'put] adj.过时的,故障的,失败了的
karabiner	n.岩钉钢环
karakul	['kæ;rə;kə;l] n.卡拉库耳大尾绵羊(亚洲产)
karat	['kæ;rə;t] n.开
karate	[kə;'rɑ;:ti] n.[日]空手道(日本的一种徒手自卫武术)
karma	['kɑ;:mə;] n.因缘,因果报应
kaross	n.(南非土人穿的)毛皮斗篷(或坎肩)毛皮毯
karroo	[kə;'ru:] n.南非洲的干燥台地高原
karyokinesis	[,kæ;riə;ki'ni:sis] n.[生物]有丝分裂,核分裂
karyolymph	['kæ;riə;limf] n.[生物]核液
karyoplasm	['kæ;riə;plæ;zə;m] n.核质
karyosome	['kæ;riə;sə;um] n.[生物]染色质核仁,核粒
karyotype	['kæ;riə;,taip] n.[生物]染色体组型
katakana	[,kæ;tə;'kɑ;:nə;] n.<日>(日本字母)片假名
katydid	['keitidid] n.纺织娘
katzenjammer	[,kæ;tsə;n'jæ;mə;] n.头痛,滑稽的模仿,喧闹,沮丧
kauri	['kauri] n.杉木的一种或其木材[树脂
kava	['kɑ;:və;] n.Polynesia产的一种灌木,由其根所制的酒
kay	[kei] n.K字
kayak	['kaiæ;k] n.爱斯基摩人用的皮船,皮船
kayo	['kei'ə;u] n.击倒vt.击倒
kazoo	[kə;'zu:] n.一种木制或金属制玩具笛子
kea	['keiə;] n.食肉鹦鹉
kebab	[kə;'bɔ;b] n.(=kabob)(印度)烤腌羊肉串,肉串上的肉块
kedge	[kedʒ;] v.抛小锚移船n.小锚
keek	[ki:k] v.偷看,侦察
keel	[ki:l] n.龙骨(船的脊骨),平底船vt.装以龙骨,使
keelage	['ki:lidʒ;] n.停泊税,入港税
keelboat	['ki:lbə;ut] n.一种河船
keelhaul	['ki:lhɔ;:l] vt.使爬进船底,严责
keelson	['kelsn] n.内龙骨,底材
keen	[ki:n] adj.锋利的,敏锐的,敏捷的,热心的,渴望的
keenly	['ki:nli] adv.敏锐地
keenness	['ki:nnis] n.敏锐
keep	[ki:p] adistancewith与…保持距离
keep...from	使免于，使不能
keeper	['ki:pə;] n.监护人,管理人,看守人,保管人
keeping	['ki:piŋ;] n.保守,看守,遵守,饲养
keepsake	['ki:pseik] n.纪念品
keet	n.[动]珍珠鸡
kef	[kef] n.麻醉剂,麻醉品(如印度大麻),(吸毒后)的
keg	[keg] n.小桶
kegler	['keglə;] n.<美口>保龄球比赛者
kelly	['keli] 凯利帽(男式硬帽,如圆顶礼帽或平顶草帽)
keloid	['ki:lɔ;id] n.[医]瘢痕疙瘩,瘢痕瘤
kelp	[kelp] n.[植]海藻,海藻灰(可提取碘的)
kelpie	['kelpi] n.马形水鬼(苏格兰民间传说中能诱人自溺或
kemp	[kemp] n.冠军
kempt	[kempt] 整洁的,梳理好的
ken	[ken] n.视野,知识领域,见地
kenaf	n.[植]洋麻,洋麻(或槿麻)纤维
kennel	['kenə;l] n.狗窝,狗屋,阴沟vt.置于狗窝,宿于狗舍
keno	['ki:nə;u] n.一种赌博
kenspeckle	adj.明显的,引人注意的,显著的
kentledge	['kentlidʒ;] n.压舱用铁块
kentucky	[ken'tʌ;ki] 大叶烟类
kepi	['kepi] n.法国军用平顶帽
kept	[kept] vbl.keep的过去式和过去分词adj.受人资助控制的
keratin	['kerə;tin] n.[生化]角蛋白
keratosis	[,kerə;'tə;usis] n.[医]角化症(皮肤的角质生长)
kerb	[kə;:b] n.街头的边石
kerchief	['kə;:tʃ;if] n.方巾
kerf	[kə;:f] n.锯痕,截口,切口
kerfuffle	[kə;'fʌ;fə;l] n.混乱,动乱v.使混乱,弄乱
kermes	['kə;:mi:z] n.[植]胭脂,干燥雌体(取出作胭脂染料)
kermis	['kə;:mis] n.露天市集,庙会
kern	[kə;:n] [计]紧排
kernel	['kə;:nl] n.(硬壳果)仁,(去壳的)麦粒,谷粒,(事物
kernite	['kə;:nait] n.[地质]四水硼砂
kerogen	n.[矿]油母岩质,油原
kerosene	['kerə;si:n] n.煤油,火油
kersey	['kə;:zi] n.一种粗绒布,该粗绒布制裤子
kerseymere	['kə;:zi:miə;] n.(=cashmere,=cassimere)克什米尔羊毛料
kerygma	[kə;'rigmə;] n.[宗教]福音传道,传教问答中强调福音的
kestrel	['kestrə;l] n.一种鹰
ket	态矢,刃
ketch	[ketʃ;] n.一种双桅船
ketchup	['ketʃ;ə;p] n.调味蕃茄酱
ketene	['ki:ti:n] n.[化]乙烯酮,烯酮
keto	['ki:tə;u] adj.[化]酮类的
ketogenesis	[,ki:tə;u'dʒ;enisis] n.[化]生酮作用
ketol	n.[化]酮醇
ketone	['ki:tə;un] n.[化]酮
ketose	['ki:tə;us] n.酮醣
ketosis	[ki:'tə;usis] n.酮症
ketosteroid	n.酮类固醇
kettle	['ketl] n.壶,罐,釜,鼓
kettledrum	['ketldrʌ;m] n.半球形铜鼓,午后茶会
key	[ki:] n.钥匙,关键,解答,(打字机等的)键,调子,对译本,(开钟表、发条的)栓,要害vt.调节...的音调,锁上,插上栓,提供线索vi.使用钥匙n.[乐]键,调,基调
